Wavelength (nm);[buf]-005-1-1chaps;[buf]-005-1-1chaps1;[buf]-5-1-1;[buf]-5-1-2; [buf]-10.1; [buf]-10.1 1; [buf]-10.2; [buf]-10.2 1; [buf]-10.2 2; [buf]-Buf; [buf]-10.11;A [H20}-buf;A [buf}-buf;A [buf}-buf 1;A [buf}-10.21;A [buf}-10.22;A [buf}-10.23;A [Buf]-9.1;A [Buf]-9.2;A [Buf]-9.3;A [Buf];A [Buf]-1.11;A [Buf]-1.12;A [Buf]-1.13;A [Buf]-1.13 1;A [Buf]-Buf;A [Buf]-2.11;A [Buf]-2.12;A [Buf]-2.13
516;1,515;3,184;-0,283;0,779;-1,617;-0,110;-1,581;-1,555;-1,853;1,827;9,557;0,045;0,062;0,057;0,314;0,341;0,381;0,006;-0,113;-0,040;0,102;0,016;0,000;0,111;-0,001;0,047;0,056;0,168;0,111
517;1,510;3,178;-0,267;0,780;-1,607;-0,102;-1,571;-1,547;-1,851;1,816;9,539;0,034;0,050;0,055;0,311;0,334;0,372;0,011;-0,117;-0,041;0,105;0,016;0,001;0,112;-0,004;0,045;0,045;0,172;0,115
518;1,515;3,183;-0,266;0,776;-1,598;-0,103;-1,563;-1,543;-1,852;1,805;9,521;0,031;0,042;0,052;0,305;0,331;0,365;0,015;-0,106;-0,040;0,102;0,020;0,006;0,111;-0,010;0,042;0,039;0,172;0,115
519;1,522;3,186;-0,276;0,770;-1,593;-0,102;-1,555;-1,537;-1,850;1,797;9,525;0,030;0,042;0,055;0,305;0,329;0,375;0,010;-0,094;-0,037;0,094;0,022;0,010;0,111;-0,010;0,045;0,039;0,174;0,111
520;1,523;3,172;-0,287;0,767;-1,589;-0,097;-1,543;-1,525;-1,840;1,806;9,545;0,029;0,041;0,057;0,307;0,335;0,391;0,008;-0,091;-0,030;0,092;0,014;0,006;0,116;0,000;0,048;0,039;0,170;0,106
521;1,513;3,156;-0,286;0,765;-1,582;-0,095;-1,537;-1,515;-1,826;1,810;9,544;0,026;0,046;0,061;0,308;0,334;0,390;0,005;-0,095;-0,033;0,095;0,004;-0,001;0,114;-0,001;0,045;0,036;0,169;0,103
522;1,506;3,154;-0,286;0,761;-1,581;-0,097;-1,540;-1,516;-1,824;1,815;9,541;0,028;0,048;0,058;0,309;0,338;0,381;0,003;-0,098;-0,041;0,098;-0,003;-0,011;0,103;-0,002;0,042;0,030;0,165;0,100
523;1,502;3,157;-0,292;0,764;-1,594;-0,100;-1,554;-1,531;-1,840;1,817;9,527;0,036;0,050;0,057;0,312;0,336;0,378;0,003;-0,097;-0,041;0,098;0,003;-0,010;0,097;0,003;0,046;0,036;0,166;0,101
524;1,502;3,151;-0,296;0,764;-1,603;-0,093;-1,564;-1,542;-1,851;1,826;9,539;0,037;0,048;0,057;0,323;0,338;0,381;0,006;-0,096;-0,043;0,101;0,003;-0,011;0,100;0,007;0,052;0,043;0,171;0,098
525;1,496;3,153;-0,294;0,761;-1,606;-0,087;-1,568;-1,546;-1,860;1,833;9,549;0,037;0,051;0,055;0,333;0,327;0,373;0,005;-0,091;-0,041;0,098;0,004;-0,006;0,109;0,001;0,046;0,052;0,166;0,096
526;1,496;3,165;-0,291;0,759;-1,601;-0,078;-1,566;-1,542;-1,860;1,837;9,560;0,031;0,047;0,053;0,334;0,324;0,365;-0,001;-0,088;-0,053;0,092;-0,002;-0,006;0,108;-0,005;0,041;0,059;0,168;0,095
527;1,494;3,167;-0,292;0,752;-1,594;-0,072;-1,557;-1,537;-1,858;1,832;9,563;0,029;0,038;0,049;0,323;0,319;0,359;-0,004;-0,086;-0,061;0,086;0,002;-0,002;0,113;-0,004;0,040;0,065;0,170;0,097
528;1,486;3,155;-0,290;0,748;-1,591;-0,067;-1,561;-1,543;-1,859;1,833;9,575;0,024;0,032;0,048;0,321;0,320;0,360;-0,002;-0,084;-0,066;0,086;0,000;-0,002;0,116;-0,001;0,038;0,067;0,173;0,093
529;1,480;3,145;-0,279;0,749;-1,585;-0,062;-1,552;-1,541;-1,849;1,834;9,597;0,020;0,033;0,051;0,324;0,328;0,383;0,002;-0,075;-0,050;0,094;0,009;0,005;0,125;-0,001;0,037;0,070;0,172;0,090
530;1,489;3,144;-0,272;0,752;-1,583;-0,052;-1,544;-1,528;-1,833;1,831;9,610;0,029;0,046;0,054;0,328;0,341;0,404;0,002;-0,069;-0,036;0,098;0,020;0,013;0,129;-0,007;0,035;0,073;0,169;0,094
531;1,502;3,149;-0,270;0,751;-1,575;-0,039;-1,531;-1,507;-1,811;1,836;9,613;0,038;0,051;0,057;0,320;0,343;0,390;-0,001;-0,073;-0,040;0,093;0,025;0,013;0,122;-0,009;0,036;0,075;0,165;0,101
532;1,500;3,150;-0,272;0,744;-1,576;-0,041;-1,537;-1,513;-1,818;1,841;9,607;0,038;0,048;0,056;0,305;0,326;0,354;-0,008;-0,095;-0,061;0,079;0,018;0,005;0,107;-0,013;0,030;0,075;0,158;0,100
533;1,491;3,151;-0,264;0,740;-1,579;-0,040;-1,545;-1,525;-1,834;1,852;9,614;0,035;0,052;0,053;0,290;0,309;0,333;-0,011;-0,111;-0,078;0,076;0,005;-0,003;0,097;-0,012;0,034;0,071;0,154;0,098
534;1,494;3,154;-0,254;0,742;-1,580;-0,034;-1,542;-1,529;-1,839;1,857;9,621;0,037;0,060;0,050;0,286;0,306;0,341;-0,013;-0,111;-0,077;0,078;0,006;0,003;0,099;-0,012;0,039;0,067;0,154;0,097
535;1,507;3,161;-0,250;0,751;-1,581;-0,030;-1,539;-1,523;-1,831;1,850;9,606;0,037;0,059;0,052;0,285;0,310;0,354;-0,011;-0,103;-0,065;0,079;0,018;0,014;0,102;-0,009;0,042;0,062;0,154;0,094
536;1,513;3,166;-0,256;0,750;-1,576;-0,033;-1,539;-1,514;-1,821;1,829;9,584;0,028;0,048;0,057;0,286;0,314;0,364;-0,010;-0,109;-0,058;0,077;0,028;0,025;0,105;-0,009;0,042;0,060;0,157;0,095
537;1,501;3,157;-0,267;0,742;-1,573;-0,046;-1,543;-1,512;-1,817;1,817;9,573;0,026;0,044;0,064;0,282;0,313;0,359;-0,019;-0,118;-0,063;0,076;0,035;0,029;0,104;-0,006;0,041;0,044;0,160;0,095
538;1,488;3,145;-0,282;0,743;-1,573;-0,062;-1,540;-1,509;-1,815;1,818;9,563;0,028;0,045;0,066;0,279;0,320;0,357;-0,025;-0,120;-0,066;0,075;0,031;0,024;0,100;-0,001;0,040;0,035;0,160;0,101
539;1,475;3,134;-0,291;0,749;-1,582;-0,077;-1,537;-1,509;-1,815;1,826;9,542;0,033;0,047;0,060;0,276;0,319;0,347;-0,024;-0,125;-0,069;0,072;0,027;0,016;0,099;-0,006;0,032;0,044;0,163;0,104
540;1,460;3,128;-0,294;0,747;-1,589;-0,083;-1,547;-1,521;-1,831;1,833;9,533;0,033;0,040;0,055;0,277;0,307;0,332;-0,020;-0,143;-0,081;0,065;0,018;0,007;0,090;-0,019;0,024;0,063;0,166;0,112
541;1,455;3,126;-0,288;0,745;-1,596;-0,085;-1,564;-1,539;-1,850;1,841;9,570;0,030;0,036;0,049;0,271;0,298;0,325;-0,030;-0,162;-0,092;0,069;0,014;0,003;0,080;-0,014;0,030;0,074;0,168;0,116
542;1,465;3,139;-0,283;0,744;-1,602;-0,090;-1,574;-1,553;-1,860;1,850;9,613;0,032;0,043;0,053;0,271;0,308;0,340;-0,048;-0,164;-0,081;0,080;0,010;0,005;0,079;-0,004;0,038;0,077;0,169;0,125
543;1,478;3,151;-0,284;0,747;-1,610;-0,103;-1,573;-1,553;-1,853;1,846;9,626;0,038;0,058;0,060;0,271;0,318;0,357;-0,058;-0,154;-0,072;0,088;0,008;0,007;0,076;0,000;0,042;0,064;0,157;0,117
544;1,490;3,166;-0,288;0,755;-1,621;-0,121;-1,577;-1,551;-1,851;1,836;9,614;0,041;0,062;0,065;0,268;0,315;0,358;-0,051;-0,136;-0,065;0,087;0,026;0,022;0,079;-0,004;0,041;0,062;0,146;0,107
545;1,494;3,159;-0,290;0,769;-1,628;-0,134;-1,585;-1,553;-1,851;1,826;9,587;0,037;0,056;0,058;0,254;0,300;0,341;-0,036;-0,127;-0,068;0,077;0,040;0,032;0,083;-0,007;0,041;0,058;0,136;0,098
546;1,503;3,144;-0,286;0,769;-1,626;-0,139;-1,586;-1,557;-1,845;1,822;9,572;0,032;0,046;0,051;0,250;0,283;0,325;-0,022;-0,123;-0,061;0,069;0,043;0,032;0,085;-0,006;0,035;0,058;0,129;0,098
547;1,507;3,127;-0,280;0,756;-1,626;-0,133;-1,582;-1,559;-1,841;1,818;9,546;0,030;0,044;0,052;0,260;0,280;0,321;-0,021;-0,124;-0,058;0,069;0,031;0,016;0,087;-0,005;0,032;0,046;0,123;0,097
548;1,516;3,131;-0,278;0,736;-1,632;-0,131;-1,586;-1,554;-1,843;1,822;9,520;0,031;0,051;0,054;0,268;0,286;0,320;-0,018;-0,127;-0,051;0,071;0,021;0,009;0,088;-0,003;0,031;0,044;0,132;0,097
549;1,525;3,146;-0,290;0,735;-1,636;-0,126;-1,582;-1,549;-1,847;1,822;9,498;0,032;0,055;0,057;0,275;0,302;0,332;-0,019;-0,127;-0,046;0,081;0,015;0,003;0,079;-0,003;0,031;0,043;0,147;0,098
550;1,537;3,164;-0,314;0,743;-1,637;-0,119;-1,582;-1,548;-1,844;1,828;9,476;0,032;0,049;0,048;0,276;0,304;0,327;-0,015;-0,120;-0,047;0,085;0,015;0,007;0,074;0,000;0,034;0,039;0,156;0,094
551;1,536;3,155;-0,334;0,753;-1,633;-0,112;-1,578;-1,550;-1,843;1,828;9,469;0,025;0,042;0,045;0,275;0,303;0,325;-0,009;-0,108;-0,050;0,089;0,017;0,007;0,071;-0,003;0,028;0,040;0,161;0,085
552;1,527;3,137;-0,339;0,753;-1,636;-0,118;-1,592;-1,566;-1,848;1,837;9,475;0,024;0,039;0,047;0,268;0,303;0,313;0,010;-0,099;-0,050;0,087;0,017;0,004;0,073;-0,005;0,027;0,048;0,160;0,083
553;1,512;3,118;-0,328;0,759;-1,642;-0,124;-1,605;-1,581;-1,851;1,842;9,471;0,026;0,035;0,054;0,274;0,310;0,309;0,017;-0,097;-0,054;0,083;0,019;0,012;0,084;-0,009;0,021;0,060;0,159;0,093
554;1,518;3,116;-0,300;0,763;-1,652;-0,136;-1,621;-1,595;-1,852;1,845;9,455;0,029;0,037;0,058;0,279;0,314;0,309;0,008;-0,103;-0,064;0,075;0,015;0,010;0,089;-0,008;0,024;0,064;0,161;0,105
555;1,522;3,112;-0,287;0,761;-1,645;-0,130;-1,616;-1,585;-1,841;1,844;9,420;0,025;0,035;0,060;0,274;0,310;0,315;-0,006;-0,114;-0,075;0,072;0,010;0,014;0,091;0,004;0,030;0,070;0,165;0,105
556;1,526;3,111;-0,281;0,762;-1,644;-0,126;-1,611;-1,576;-1,835;1,841;9,389;0,026;0,037;0,058;0,249;0,287;0,308;-0,011;-0,111;-0,075;0,072;0,009;0,009;0,083;0,002;0,031;0,074;0,172;0,104
557;1,534;3,104;-0,290;0,761;-1,647;-0,121;-1,616;-1,581;-1,837;1,849;9,384;0,030;0,044;0,054;0,236;0,275;0,304;-0,005;-0,106;-0,059;0,077;0,006;0,004;0,082;-0,006;0,031;0,063;0,157;0,096
558;1,533;3,097;-0,301;0,754;-1,668;-0,137;-1,634;-1,600;-1,850;1,843;9,398;0,030;0,046;0,053;0,232;0,263;0,294;-0,001;-0,101;-0,046;0,078;0,007;-0,001;0,090;-0,006;0,033;0,039;0,140;0,087
559;1,518;3,093;-0,300;0,746;-1,667;-0,144;-1,625;-1,599;-1,844;1,830;9,402;0,027;0,042;0,048;0,233;0,256;0,282;-0,006;-0,111;-0,052;0,072;0,012;-0,005;0,089;-0,003;0,032;0,032;0,131;0,082
560;1,504;3,094;-0,311;0,752;-1,649;-0,138;-1,603;-1,584;-1,824;1,818;9,406;0,023;0,034;0,039;0,223;0,245;0,264;-0,017;-0,110;-0,064;0,065;0,021;-0,002;0,092;-0,005;0,023;0,036;0,144;0,074
561;1,501;3,110;-0,322;0,763;-1,639;-0,135;-1,598;-1,579;-1,810;1,810;9,411;0,022;0,036;0,042;0,222;0,243;0,257;-0,022;-0,107;-0,071;0,058;0,027;0,007;0,099;-0,009;0,013;0,039;0,152;0,068
562;1,514;3,123;-0,334;0,769;-1,658;-0,153;-1,621;-1,603;-1,827;1,809;9,444;0,019;0,034;0,047;0,223;0,240;0,259;-0,029;-0,099;-0,070;0,070;0,022;0,007;0,103;-0,004;0,018;0,028;0,164;0,067
563;1,517;3,130;-0,332;0,778;-1,675;-0,167;-1,637;-1,621;-1,834;1,812;9,455;0,020;0,032;0,048;0,227;0,237;0,266;-0,029;-0,107;-0,070;0,073;0,017;0,002;0,098;0,007;0,027;0,033;0,171;0,071
564;1,522;3,125;-0,320;0,778;-1,690;-0,178;-1,650;-1,633;-1,847;1,824;9,450;0,022;0,028;0,039;0,220;0,231;0,268;-0,029;-0,110;-0,077;0,068;0,020;-0,004;0,085;0,006;0,022;0,044;0,168;0,077
565;1,508;3,100;-0,306;0,766;-1,690;-0,170;-1,652;-1,624;-1,846;1,838;9,432;0,023;0,028;0,043;0,208;0,226;0,261;-0,011;-0,108;-0,071;0,063;0,022;0,001;0,081;-0,003;0,014;0,057;0,163;0,088
566;1,487;3,079;-0,302;0,751;-1,686;-0,160;-1,654;-1,616;-1,844;1,837;9,421;0,022;0,031;0,047;0,194;0,220;0,242;-0,001;-0,113;-0,066;0,065;0,023;0,007;0,082;-0,008;0,015;0,052;0,151;0,086
567;1,465;3,072;-0,303;0,733;-1,675;-0,153;-1,642;-1,605;-1,827;1,827;9,404;0,026;0,035;0,055;0,186;0,214;0,230;-0,006;-0,118;-0,063;0,073;0,016;0,005;0,073;-0,004;0,023;0,041;0,140;0,078
568;1,462;3,083;-0,301;0,721;-1,675;-0,153;-1,643;-1,611;-1,815;1,820;9,403;0,030;0,040;0,055;0,178;0,202;0,231;-0,011;-0,115;-0,063;0,065;0,011;0,001;0,065;-0,001;0,026;0,033;0,126;0,054
569;1,462;3,080;-0,286;0,720;-1,681;-0,156;-1,650;-1,618;-1,815;1,823;9,403;0,034;0,036;0,059;0,168;0,199;0,237;-0,030;-0,109;-0,069;0,063;0,018;0,007;0,060;0,000;0,021;0,041;0,124;0,046
570;1,463;3,089;-0,269;0,719;-1,691;-0,160;-1,661;-1,628;-1,828;1,831;9,406;0,030;0,035;0,049;0,166;0,195;0,235;-0,045;-0,109;-0,072;0,061;0,027;0,012;0,063;-0,001;0,015;0,042;0,133;0,043
571;1,467;3,093;-0,264;0,718;-1,694;-0,161;-1,667;-1,632;-1,829;1,841;9,411;0,027;0,032;0,042;0,171;0,204;0,233;-0,061;-0,114;-0,082;0,064;0,027;0,010;0,076;0,001;0,013;0,053;0,141;0,063
572;1,467;3,093;-0,266;0,717;-1,697;-0,160;-1,670;-1,635;-1,823;1,838;9,412;0,019;0,033;0,041;0,180;0,217;0,241;-0,052;-0,102;-0,079;0,062;0,009;-0,002;0,083;0,010;0,021;0,063;0,137;0,079
573;1,473;3,086;-0,267;0,719;-1,707;-0,162;-1,677;-1,640;-1,824;1,841;9,412;0,018;0,033;0,046;0,178;0,219;0,259;-0,046;-0,091;-0,077;0,063;-0,005;-0,017;0,088;0,012;0,027;0,073;0,142;0,088
574;1,491;3,101;-0,262;0,724;-1,708;-0,165;-1,673;-1,641;-1,824;1,845;9,408;0,020;0,028;0,047;0,172;0,216;0,261;-0,033;-0,084;-0,053;0,053;0,004;-0,012;0,089;0,004;0,027;0,063;0,143;0,083
575;1,504;3,103;-0,275;0,729;-1,708;-0,158;-1,672;-1,645;-1,815;1,865;9,403;0,021;0,028;0,045;0,168;0,201;0,245;-0,038;-0,087;-0,046;0,057;0,026;0,003;0,099;-0,004;0,026;0,052;0,141;0,072
576;1,505;3,104;-0,286;0,741;-1,706;-0,148;-1,664;-1,648;-1,812;1,878;9,390;0,012;0,026;0,043;0,179;0,200;0,230;-0,047;-0,090;-0,048;0,071;0,017;0,000;0,092;-0,001;0,029;0,040;0,131;0,061
577;1,499;3,107;-0,298;0,750;-1,712;-0,147;-1,674;-1,653;-1,817;1,882;9,367;0,015;0,029;0,051;0,185;0,196;0,227;-0,061;-0,089;-0,052;0,092;0,008;-0,006;0,079;0,002;0,032;0,031;0,127;0,054
578;1,497;3,116;-0,292;0,756;-1,711;-0,143;-1,681;-1,647;-1,818;1,870;9,352;0,024;0,036;0,051;0,180;0,193;0,224;-0,062;-0,088;-0,046;0,091;0,002;-0,008;0,075;0,001;0,028;0,029;0,134;0,058
579;1,490;3,119;-0,286;0,751;-1,716;-0,147;-1,682;-1,653;-1,819;1,864;9,346;0,034;0,038;0,045;0,176;0,193;0,224;-0,063;-0,083;-0,030;0,084;0,002;-0,004;0,074;0,004;0,029;0,035;0,141;0,067
580;1,481;3,108;-0,283;0,741;-1,722;-0,154;-1,676;-1,661;-1,815;1,865;9,347;0,019;0,028;0,043;0,184;0,208;0,216;-0,064;-0,085;-0,033;0,079;-0,006;-0,007;0,077;0,012;0,035;0,050;0,151;0,078
581;1,482;3,100;-0,300;0,737;-1,725;-0,168;-1,681;-1,665;-1,811;1,857;9,320;0,018;0,023;0,041;0,180;0,206;0,209;-0,079;-0,097;-0,043;0,080;-0,016;-0,019;0,070;0,022;0,038;0,056;0,145;0,074
582;1,489;3,087;-0,307;0,727;-1,724;-0,172;-1,690;-1,664;-1,810;1,849;9,298;0,018;0,023;0,046;0,160;0,200;0,203;-0,079;-0,116;-0,059;0,076;-0,008;-0,019;0,077;0,024;0,034;0,059;0,137;0,070
583;1,496;3,093;-0,311;0,719;-1,731;-0,183;-1,695;-1,665;-1,812;1,847;9,277;0,025;0,036;0,047;0,133;0,189;0,199;-0,077;-0,121;-0,063;0,078;0,001;-0,016;0,074;0,013;0,026;0,046;0,130;0,066
584;1,505;3,102;-0,315;0,717;-1,737;-0,199;-1,704;-1,671;-1,820;1,822;9,262;0,025;0,039;0,045;0,110;0,185;0,187;-0,059;-0,098;-0,044;0,071;0,005;-0,011;0,077;-0,002;0,020;0,040;0,131;0,069
585;1,510;3,114;-0,312;0,736;-1,740;-0,220;-1,707;-1,671;-1,814;1,806;9,250;0,028;0,037;0,037;0,098;0,175;0,174;-0,047;-0,087;-0,030;0,069;-0,004;-0,006;0,072;-0,003;0,019;0,038;0,136;0,068
586;1,511;3,119;-0,309;0,736;-1,747;-0,234;-1,715;-1,674;-1,820;1,803;9,243;0,032;0,035;0,036;0,106;0,172;0,164;-0,041;-0,087;-0,030;0,054;-0,004;-0,007;0,067;0,000;0,025;0,035;0,131;0,069
587;1,507;3,108;-0,304;0,728;-1,757;-0,232;-1,716;-1,672;-1,823;1,822;9,249;0,031;0,043;0,036;0,115;0,177;0,164;-0,034;-0,095;-0,038;0,050;-0,001;-0,010;0,058;0,006;0,025;0,035;0,129;0,073
588;1,496;3,098;-0,298;0,705;-1,758;-0,221;-1,714;-1,671;-1,821;1,824;9,269;0,019;0,042;0,045;0,119;0,177;0,170;-0,023;-0,091;-0,039;0,044;0,008;-0,008;0,061;0,006;0,024;0,023;0,121;0,068
589;1,490;3,088;-0,300;0,697;-1,750;-0,213;-1,705;-1,671;-1,807;1,833;9,301;0,015;0,038;0,048;0,107;0,164;0,162;-0,020;-0,094;-0,043;0,049;0,009;-0,011;0,062;0,008;0,025;0,007;0,106;0,063
590;1,483;3,076;-0,301;0,690;-1,745;-0,226;-1,710;-1,678;-1,811;1,826;9,307;0,010;0,036;0,053;0,091;0,158;0,158;-0,028;-0,092;-0,046;0,060;0,015;-0,004;0,071;0,003;0,030;0,004;0,092;0,056
591;1,483;3,065;-0,300;0,695;-1,745;-0,253;-1,716;-1,685;-1,815;1,823;9,303;0,017;0,034;0,046;0,066;0,153;0,158;-0,039;-0,095;-0,059;0,072;0,017;0,006;0,073;0,001;0,029;0,015;0,089;0,054
592;1,481;3,060;-0,294;0,709;-1,740;-0,265;-1,711;-1,680;-1,807;1,818;9,293;0,022;0,031;0,050;0,058;0,154;0,160;-0,024;-0,079;-0,048;0,067;0,020;0,011;0,068;-0,005;0,021;0,027;0,111;0,059
593;1,486;3,063;-0,299;0,719;-1,740;-0,278;-1,710;-1,682;-1,795;1,822;9,305;0,023;0,026;0,046;0,054;0,148;0,148;-0,016;-0,081;-0,046;0,058;0,021;0,005;0,056;-0,006;0,017;0,021;0,128;0,060
594;1,486;3,055;-0,300;0,724;-1,738;-0,259;-1,706;-1,673;-1,786;1,823;9,306;0,014;0,027;0,040;0,066;0,151;0,136;-0,014;-0,079;-0,048;0,055;0,016;0,000;0,055;-0,013;0,008;0,024;0,131;0,062
595;1,483;3,038;-0,300;0,714;-1,739;-0,253;-1,718;-1,675;-1,790;1,818;9,301;0,008;0,018;0,030;0,076;0,139;0,134;-0,013;-0,079;-0,046;0,049;0,008;-0,002;0,052;-0,016;0,007;0,029;0,121;0,055
596;1,477;3,020;-0,298;0,707;-1,734;-0,248;-1,714;-1,676;-1,791;1,815;9,293;0,002;0,015;0,031;0,076;0,132;0,132;-0,014;-0,073;-0,027;0,048;0,010;0,003;0,059;-0,015;0,006;0,048;0,114;0,044
597;1,470;3,025;-0,303;0,704;-1,739;-0,258;-1,716;-1,682;-1,787;1,819;9,276;0,003;0,020;0,043;0,071;0,126;0,133;-0,020;-0,075;-0,012;0,056;0,010;-0,002;0,053;-0,013;0,019;0,054;0,117;0,049
598;1,479;3,045;-0,306;0,717;-1,745;-0,253;-1,708;-1,682;-1,777;1,844;9,249;0,011;0,030;0,050;0,073;0,121;0,137;-0,030;-0,077;-0,011;0,069;0,016;0,002;0,063;-0,011;0,014;0,059;0,125;0,062
599;1,487;3,064;-0,296;0,721;-1,756;-0,252;-1,713;-1,683;-1,782;1,836;9,236;0,017;0,036;0,052;0,082;0,117;0,144;-0,022;-0,069;-0,005;0,065;0,024;0,020;0,071;-0,008;0,016;0,056;0,134;0,074
600;1,487;3,056;-0,293;0,714;-1,766;-0,260;-1,719;-1,687;-1,792;1,824;9,240;0,017;0,032;0,054;0,070;0,101;0,134;-0,013;-0,071;-0,003;0,055;0,034;0,029;0,072;-0,005;0,015;0,043;0,128;0,069
601;1,476;3,046;-0,299;0,720;-1,772;-0,274;-1,733;-1,696;-1,793;1,803;9,252;0,018;0,024;0,050;0,052;0,081;0,121;-0,008;-0,075;-0,001;0,052;0,024;0,016;0,050;-0,003;0,019;0,031;0,109;0,056
602;1,469;3,044;-0,301;0,722;-1,774;-0,282;-1,739;-1,704;-1,797;1,803;9,248;0,022;0,023;0,039;0,032;0,066;0,112;-0,008;-0,078;0,000;0,054;0,017;0,003;0,035;-0,005;0,009;0,032;0,104;0,057
603;1,483;3,052;-0,297;0,719;-1,789;-0,304;-1,763;-1,725;-1,827;1,805;9,237;0,022;0,024;0,034;0,041;0,073;0,106;-0,016;-0,080;0,011;0,051;0,011;0,005;0,031;-0,004;0,008;0,020;0,097;0,049
604;1,488;3,055;-0,308;0,707;-1,815;-0,326;-1,785;-1,759;-1,860;1,816;9,223;0,026;0,034;0,032;0,032;0,074;0,094;-0,009;-0,085;0,008;0,048;0,009;0,009;0,039;-0,003;0,010;0,011;0,082;0,045
605;1,489;3,052;-0,303;0,697;-1,821;-0,334;-1,793;-1,763;-1,864;1,821;9,259;0,026;0,037;0,037;0,022;0,077;0,092;-0,004;-0,089;0,010;0,066;0,006;0,005;0,033;0,000;0,013;0,005;0,065;0,041
606;1,492;3,068;-0,282;0,692;-1,816;-0,332;-1,780;-1,752;-1,849;1,814;9,289;0,021;0,042;0,037;0,018;0,077;0,096;-0,007;-0,085;0,006;0,074;0,005;0,000;0,033;0,005;0,019;0,015;0,065;0,041
607;1,503;3,080;-0,261;0,694;-1,812;-0,331;-1,772;-1,747;-1,836;1,799;9,305;0,014;0,039;0,038;0,035;0,079;0,105;-0,014;-0,083;0,001;0,068;0,011;0,009;0,044;0,005;0,023;0,017;0,068;0,033
608;1,511;3,090;-0,280;0,690;-1,810;-0,323;-1,769;-1,741;-1,827;1,796;9,311;0,005;0,025;0,035;0,045;0,072;0,113;-0,018;-0,091;-0,013;0,046;0,021;0,016;0,061;-0,002;0,012;0,021;0,074;0,033
609;1,512;3,086;-0,287;0,708;-1,802;-0,305;-1,771;-1,739;-1,820;1,803;9,328;0,005;0,016;0,039;0,051;0,066;0,111;-0,027;-0,091;-0,018;0,046;0,027;0,014;0,068;-0,008;0,004;0,020;0,086;0,050
610;1,496;3,093;-0,282;0,725;-1,803;-0,278;-1,767;-1,737;-1,818;1,810;9,350;0,004;0,018;0,037;0,058;0,071;0,114;-0,031;-0,090;-0,014;0,055;0,024;0,012;0,076;-0,005;0,008;0,026;0,099;0,061
611;1,489;3,099;-0,266;0,738;-1,811;-0,260;-1,770;-1,743;-1,817;1,816;9,352;0,007;0,027;0,048;0,086;0,101;0,133;-0,027;-0,078;-0,009;0,066;0,013;0,009;0,088;-0,001;0,016;0,039;0,103;0,050
612;1,490;3,109;-0,273;0,753;-1,826;-0,264;-1,779;-1,752;-1,828;1,826;9,377;0,004;0,031;0,049;0,094;0,108;0,139;-0,012;-0,071;-0,001;0,068;0,000;0,006;0,092;0,003;0,015;0,037;0,091;0,027
613;1,503;3,102;-0,282;0,752;-1,819;-0,268;-1,785;-1,745;-1,828;1,834;9,388;0,009;0,033;0,049;0,093;0,091;0,142;0,002;-0,048;0,011;0,060;-0,009;0,007;0,088;0,006;0,018;0,036;0,082;0,018
614;1,510;3,098;-0,283;0,738;-1,798;-0,255;-1,772;-1,728;-1,824;1,832;9,385;0,010;0,036;0,046;0,083;0,067;0,129;0,002;-0,058;0,008;0,047;0,001;0,008;0,081;0,009;0,023;0,036;0,083;0,024
615;1,512;3,092;-0,274;0,732;-1,798;-0,246;-1,776;-1,738;-1,832;1,832;9,385;0,014;0,026;0,049;0,084;0,071;0,122;-0,019;-0,073;-0,006;0,039;0,015;0,008;0,060;-0,006;0,009;0,039;0,089;0,041
616;1,513;3,087;-0,260;0,736;-1,815;-0,269;-1,782;-1,758;-1,845;1,829;9,375;0,004;0,016;0,052;0,085;0,085;0,106;-0,019;-0,081;-0,019;0,045;0,012;0,004;0,054;-0,013;0,010;0,028;0,080;0,040
617;1,525;3,084;-0,262;0,751;-1,826;-0,292;-1,791;-1,764;-1,845;1,817;9,346;0,010;0,019;0,047;0,073;0,094;0,099;-0,009;-0,078;-0,021;0,035;0,001;0,015;0,059;-0,018;0,008;0,020;0,070;0,029
618;1,527;3,076;-0,264;0,765;-1,822;-0,284;-1,782;-1,756;-1,828;1,815;9,313;0,015;0,029;0,043;0,052;0,096;0,105;0,001;-0,084;-0,022;0,042;-0,013;0,009;0,071;-0,012;0,017;0,023;0,065;0,025
619;1,522;3,078;-0,278;0,780;-1,827;-0,276;-1,786;-1,766;-1,832;1,834;9,336;0,016;0,034;0,035;0,032;0,098;0,113;-0,006;-0,083;-0,010;0,046;-0,016;0,001;0,069;0,006;0,024;0,038;0,079;0,032
620;1,522;3,090;-0,301;0,777;-1,831;-0,288;-1,791;-1,776;-1,839;1,850;9,341;0,011;0,025;0,027;0,023;0,091;0,112;-0,023;-0,093;-0,026;0,047;-0,012;-0,011;0,065;0,013;0,024;0,045;0,087;0,041
621;1,519;3,096;-0,314;0,768;-1,833;-0,284;-1,785;-1,764;-1,835;1,855;9,336;0,000;0,016;0,038;0,043;0,103;0,121;-0,036;-0,098;-0,043;0,047;0,001;-0,009;0,060;0,010;0,019;0,049;0,095;0,034
622;1,505;3,091;-0,317;0,756;-1,809;-0,260;-1,759;-1,725;-1,804;1,851;9,315;0,000;0,001;0,041;0,051;0,100;0,122;-0,055;-0,085;-0,047;0,059;0,002;-0,011;0,071;0,004;0,008;0,058;0,104;0,041
